"item_name","user_name","hours","user_id","item_id","rating"
"Counter-Strike Source",14717252,0.1,191,71,0
"Counter-Strike Source",32488724,55,463,71,0.675149700598802
"Counter-Strike Source",33651880,9,492,71,0.387724550898204
"Counter-Strike Source",23717586,41,301,71,0.630239520958083
"Counter-Strike Source",91729217,8.9,2131,71,0.384730538922156
"Counter-Strike Source",30614573,23,433,71,0.540419161676646
"Counter-Strike Source",35153301,216,524,71,0.844311377245507
"Counter-Strike Source",71871620,65,1505,71,0.693113772455089
"Counter-Strike Source",103731895,36,2569,71,0.61377245508982
"Counter-Strike Source",101690993,0.8,2496,71,0.0808383233532934
"Counter-Strike Source",20464587,5.8,255,71,0.315868263473054
"Counter-Strike Source",21861124,140,273,71,0.796407185628741
"Counter-Strike Source",27770064,7.9,365,71,0.362275449101796
"Counter-Strike Source",35701646,2.5,537,71,0.197604790419162
"Counter-Strike Source",113300324,7.9,2905,71,0.362275449101796
"Counter-Strike Source",127072755,49,3373,71,0.661676646706586
"Counter-Strike Source",14962163,187,194,71,0.82634730538922
"Counter-Strike Source",10599862,20,129,71,0.519461077844311
"Counter-Strike Source",21796349,0.1,272,71,0
"Counter-Strike Source",64787956,0.1,1297,71,0
"Counter-Strike Source",19302548,3.5,243,71,0.236526946107784
"Counter-Strike Source",202057920,7.4,6187,71,0.356287425149701
"Counter-Strike Source",85497862,8.6,1925,71,0.37874251497006
"Counter-Strike Source",157469247,1.2,4449,71,0.109281437125749
"Counter-Strike Source",125017535,18.1,3304,71,0.498502994011976
"Counter-Strike Source",146016192,2.3,4055,71,0.188622754491018
"Counter-Strike Source",39403038,42,610,71,0.636227544910179
"Counter-Strike Source",9563573,0.9,112,71,0.092814371257485
"Counter-Strike Source",20200395,7.5,251,71,0.357784431137725
"Counter-Strike Source",18074031,3,232,71,0.217065868263473
"Counter-Strike Source",29873979,1.4,409,71,0.12874251497006
"Counter-Strike Source",253813925,79,7641,71,0.729041916167664
"Counter-Strike Source",19422331,5.7,244,71,0.309880239520958
"Counter-Strike Source",33282871,55,481,71,0.675149700598802
"Counter-Strike Source",2110581,30,32,71,0.585329341317365
"Counter-Strike Source",84045371,12.9,1876,71,0.452095808383233
"Counter-Strike Source",11718802,87,145,71,0.741017964071855
"Counter-Strike Source",8542204,1,98,71,0.100299401197605
"Counter-Strike Source",34858979,8.2,514,71,0.372754491017964
"Counter-Strike Source",60113114,498,1158,71,0.928143712574848
"Counter-Strike Source",8795607,48,103,71,0.658682634730538
"Counter-Strike Source",99484728,2.2,2425,71,0.181137724550898
"Counter-Strike Source",10478285,188,127,71,0.827844311377244
"Counter-Strike Source",17995238,37,229,71,0.616766467065868
"Counter-Strike Source",23608098,115,298,71,0.76946107784431
"Counter-Strike Source",50888871,150,894,71,0.805389221556885
"Counter-Strike Source",201265166,0.2,6146,71,0.0179640718562874
"Counter-Strike Source",30588978,0.1,432,71,0
"Counter-Strike Source",39760170,9.3,615,71,0.395209580838323
"Counter-Strike Source",72717958,631,1529,71,0.944610778443111
"Counter-Strike Source",107273897,25,2699,71,0.552395209580838
"Counter-Strike Source",30913209,2354,439,71,0.992514970059877
"Counter-Strike Source",63990035,370,1269,71,0.907185628742512
"Counter-Strike Source",30432648,600,424,71,0.940119760479039
"Counter-Strike Source",90541290,204,2096,71,0.836826347305387
"Counter-Strike Source",8585433,80,99,71,0.730538922155688
"Counter-Strike Source",59837634,325,1151,71,0.892215568862273
"Counter-Strike Source",176284441,388,5176,71,0.91017964071856
"Counter-Strike Source",192170147,96,5797,71,0.752994011976047
"Counter-Strike Source",35140004,330,523,71,0.895209580838321
"Counter-Strike Source",36439985,75,548,71,0.717065868263472
"Counter-Strike Source",174838943,1.8,5126,71,0.157185628742515
"Counter-Strike Source",58481977,21,1102,71,0.522455089820359
"Crusader Kings II",135400225,11,3660,72,0.453333333333333
"Crusader Kings II",65145468,7.7,1303,72,0.4
"Crusader Kings II",95911580,134,2303,72,0.786666666666666
"Crusader Kings II",114838001,0.6,2958,72,0.08
"Crusader Kings II",61676491,0.9,1208,72,0.12
"Crusader Kings II",79073449,14.7,1714,72,0.493333333333333
"Crusader Kings II",31669242,0.2,447,72,0
"Crusader Kings II",85673716,364,1931,72,0.893333333333332
"Crusader Kings II",101878879,3,2506,72,0.293333333333333
"Crusader Kings II",80189887,2,1746,72,0.213333333333333
"Crusader Kings II",80494893,24,1758,72,0.559999999999999
"Crusader Kings II",46028967,0.8,756,72,0.0933333333333333
"Crusader Kings II",66650717,46,1359,72,0.639999999999999
"Crusader Kings II",30061970,0.4,414,72,0.0533333333333333
"Crusader Kings II",50744279,79,887,72,0.733333333333333
"Crusader Kings II",50553129,156,881,72,0.799999999999999
"Crusader Kings II",48149238,608,810,72,0.933333333333332
"Crusader Kings II",92276000,208,2157,72,0.839999999999999
"Crusader Kings II",39319649,9.3,605,72,0.44
"Crusader Kings II",8585433,0.2,99,72,0
"Crusader Kings II",86469479,1.2,1959,72,0.186666666666667
"Crusader Kings II",165073598,1,4754,72,0.146666666666667
"Crusader Kings II",33013552,5.2,472,72,0.373333333333333
"Crusader Kings II",136495026,80,3694,72,0.746666666666666
"Crusader Kings II",10385370,17,125,72,0.52
"Crusader Kings II",75368808,131,1615,72,0.773333333333332
"Crusader Kings II",62705916,338,1234,72,0.879999999999999
"Crusader Kings II",9823354,6.7,114,72,0.386666666666666
"Crusader Kings II",81054122,60,1774,72,0.693333333333333
"Crusader Kings II",87694960,0.3,2001,72,0.04
"Crusader Kings II",71390526,760,1485,72,0.973333333333332
"Crusader Kings II",123101539,64,3236,72,0.719999999999999
"Crusader Kings II",48798067,12.5,828,72,0.466666666666666
"Crusader Kings II",44545959,2.1,722,72,0.226666666666667
"Crusader Kings II",51557405,8.4,906,72,0.413333333333333
"Crusader Kings II",54826284,55,978,72,0.666666666666666
"Crusader Kings II",52321307,591,921,72,0.919999999999999
"Crusader Kings II",86466985,1136,1958,72,0.999999999999999
"Crusader Kings II",48525807,225,821,72,0.853333333333332
"Crusader Kings II",242523654,2.4,7337,72,0.266666666666667
"Crusader Kings II",27279261,0.2,356,72,0
"Crusader Kings II",94110492,192,2230,72,0.813333333333332
"Crusader Kings II",144071257,26,3974,72,0.573333333333333
"Crusader Kings II",65958466,27,1337,72,0.586666666666666
"Crusader Kings II",126200826,196,3341,72,0.826666666666666
"Crusader Kings II",70780053,320,1467,72,0.866666666666666
"Crusader Kings II",105877396,61,2645,72,0.706666666666666
"Crusader Kings II",99640715,2.3,2429,72,0.24
"Crusader Kings II",17495098,19.6,222,72,0.546666666666666
"Crusader Kings II",50700418,9,886,72,0.426666666666666
"Crusader Kings II",162288536,505,4644,72,0.906666666666666
"Crusader Kings II",33622085,59,491,72,0.679999999999999
"Crusader Kings II",71527252,28,1491,72,0.613333333333333
"Crusader Kings II",90672622,678,2100,72,0.959999999999999
"Crusader Kings II",84455820,3.4,1888,72,0.32
"Crusader Kings II",47384303,14.2,793,72,0.48
"Crusader Kings II",109205612,2.7,2770,72,0.28
"Crusader Kings II",141160698,104,3868,72,0.759999999999999
"Crusader Kings II",61506388,47,1202,72,0.653333333333333
"Crusader Kings II",42005897,16.4,659,72,0.506666666666666
"Crusader Kings II",25096601,0.9,317,72,0.12
"Crusader Kings II",70408902,0.8,1452,72,0.0933333333333333
"Crusader Kings II",102263723,4.5,2515,72,0.346666666666667
"Crusader Kings II",180501401,3.1,5316,72,0.306666666666667
"Crusader Kings II",126191291,39,3340,72,0.626666666666666
"Crusader Kings II",10599862,672,129,72,0.946666666666665
"Crusader Kings II",24469287,4.7,307,72,0.36
"Crusader Kings II",32126281,764,459,72,0.986666666666665
"Crusader Kings II",298950,1,6,72,0.146666666666667
"Crusader Kings II",10253354,2.3,123,72,0.24
"Crusader Kings II",35701646,3.4,537,72,0.32
"Crusader Kings II",12610800,17.2,162,72,0.533333333333333
"Crusader Kings II",59662830,0.5,1144,72,0.0666666666666667
"Crusader Kings II",62990992,1.8,1241,72,0.2
"Crusader Kings II",150789931,1.1,4208,72,0.173333333333333
"Crusader Kings II",69009454,27,1415,72,0.586666666666666
"Cry of Fear",111163130,1.9,2838,73,0.732558139534884
"Cry of Fear",150751526,0.4,4207,73,0.197674418604651
"Cry of Fear",215160630,14,6637,73,1
"Cry of Fear",106170243,11.4,2658,73,0.965116279069768
"Cry of Fear",187463594,0.2,5606,73,0.0581395348837209
"Cry of Fear",220561138,0.2,6796,73,0.0581395348837209
"Cry of Fear",93275329,0.1,2203,73,0
"Cry of Fear",268110072,0.3,7868,73,0.127906976744186
"Cry of Fear",38049880,1.3,584,73,0.651162790697674
"Cry of Fear",203222843,0.4,6238,73,0.197674418604651
"Cry of Fear",161991221,1.1,4638,73,0.581395348837209
"Cry of Fear",138482130,1.4,3763,73,0.674418604651163
"Cry of Fear",31187179,0.7,443,73,0.441860465116279
"Cry of Fear",76420334,3.2,1649,73,0.848837209302326
"Cry of Fear",188189790,0.9,5636,73,0.488372093023256
"Cry of Fear",106147454,0.4,2657,73,0.197674418604651
"Cry of Fear",65398650,0.3,1318,73,0.127906976744186
"Cry of Fear",156407373,4,4402,73,0.883720930232558
"Cry of Fear",287824954,1,8153,73,0.534883720930233
"Cry of Fear",102268574,1,2516,73,0.534883720930233
"Cry of Fear",168244631,1.3,4880,73,0.651162790697674
"Cry of Fear",245859173,6.2,7437,73,0.906976744186047
"Cry of Fear",195414910,2.7,5910,73,0.802325581395349
"Cry of Fear",64368515,2.8,1284,73,0.825581395348837
"Cry of Fear",49893565,1,867,73,0.534883720930233
"Cry of Fear",60608576,1.9,1171,73,0.732558139534884
"Cry of Fear",58297398,6.9,1091,73,0.930232558139535
"Cry of Fear",152078939,0.1,4248,73,0
"Cry of Fear",106796307,1.1,2678,73,0.581395348837209
"Cry of Fear",182961604,0.7,5429,73,0.441860465116279
"Cry of Fear",154940949,0.4,4346,73,0.197674418604651
"Cry of Fear",101687527,2.2,2495,73,0.779069767441861
"Cry of Fear",174226719,1.1,5100,73,0.581395348837209
"Cry of Fear",105384518,1.2,2627,73,0.627906976744186
"Cry of Fear",122679931,0.6,3226,73,0.383720930232558
"Cry of Fear",252352661,1.4,7612,73,0.674418604651163
"Cry of Fear",131785763,3.5,3551,73,0.86046511627907
"Cry of Fear",30519870,1.9,428,73,0.732558139534884
"Cry of Fear",127072755,0.5,3373,73,0.302325581395349
"Cry of Fear",115996656,0.9,3004,73,0.488372093023256
"Cry of Fear",38950395,6.8,598,73,0.918604651162791
"Cry of Fear",112110682,0.3,2863,73,0.127906976744186
"Cry of Fear",168539881,0.2,4887,73,0.0581395348837209
"Cry of Fear",188661370,2.1,5661,73,0.767441860465116
"Cry of Fear",91486768,0.1,2124,73,0
"Cry of Fear",183490713,1.1,5454,73,0.581395348837209
"Cry of Fear",94936385,12.6,2265,73,0.976744186046512
"Cry of Fear",102295765,0.9,2518,73,0.488372093023256
"Cry of Fear",168053527,1,4871,73,0.534883720930233
"Cry of Fear",38317154,0.4,591,73,0.197674418604651
"Cry of Fear",153017703,0.6,4281,73,0.383720930232558
"Cry of Fear",37827989,0.6,580,73,0.383720930232558
"Cry of Fear",197406178,0.6,5986,73,0.383720930232558
"Cry of Fear",182399789,0.5,5397,73,0.302325581395349
"Cry of Fear",297650024,0.2,8347,73,0.0581395348837209
"Cry of Fear",157341587,0.8,4445,73,0.465116279069767
"Cry of Fear",42061089,0.3,662,73,0.127906976744186
"Cry of Fear",241141429,0.3,7287,73,0.127906976744186
"Cry of Fear",154145611,0.1,4318,73,0
"Cry of Fear",110658990,0.5,2817,73,0.302325581395349
"Cry of Fear",131348564,1.7,3536,73,0.709302325581395
"Cry of Fear",170215786,1.7,4954,73,0.709302325581395
"Cry of Fear",100311267,1.6,2447,73,0.697674418604651
"Cry of Fear",270356700,0.6,7892,73,0.383720930232558
"Cry of Fear",150305902,4.5,4188,73,0.895348837209303
"Cry of Fear",165216496,0.3,4760,73,0.127906976744186
"Cry of Fear",48798067,0.4,828,73,0.197674418604651
"Cry of Fear",177625788,1.2,5227,73,0.627906976744186
"Cry of Fear",119239620,2.3,3103,73,0.790697674418605
"Cry of Fear",213114902,0.4,6580,73,0.197674418604651
"Cry of Fear",170460109,0.4,4965,73,0.197674418604651
"Cry of Fear",199693353,2.7,6085,73,0.802325581395349
"Cry of Fear",188266554,0.2,5639,73,0.0581395348837209
"Cry of Fear",119310413,3,3104,73,0.837209302325582
"Cry of Fear",82352462,12.8,1813,73,0.988372093023256
"Cry of Fear",17530772,8.3,224,73,0.953488372093024
"Cry of Fear",21535912,0.5,269,73,0.302325581395349
"Cry of Fear",93644606,0.4,2218,73,0.197674418604651
"Cry of Fear",55751308,0.2,1011,73,0.0581395348837209
"Cry of Fear",227083521,0.1,6927,73,0
"Cry of Fear",80189887,3.5,1746,73,0.86046511627907
"Cry of Fear",106956838,7.5,2684,73,0.941860465116279
"Cry of Fear",49724738,0.5,857,73,0.302325581395349
"Cry of Fear",89732768,0.8,2075,73,0.465116279069767
"Cry of Fear",174287424,0.5,5103,73,0.302325581395349
"Cry of Fear",152956403,0.9,4279,73,0.488372093023256
"Cry of Fear",111422562,0.5,2846,73,0.302325581395349
"Crysis",197657608,25,6000,74,0.944444444444444
"Crysis",11794760,0.5,147,74,0.148148148148148
"Crysis",156675178,3.3,4416,74,0.5
"Crysis",216025815,1.5,6672,74,0.351851851851852
"Crysis",77214425,5,1666,74,0.555555555555555
"Crysis",86055705,0.8,1940,74,0.185185185185185
"Crysis",199693353,0.1,6085,74,0
"Crysis",111551727,8.8,2853,74,0.74074074074074
"Crysis",43955374,6.4,703,74,0.666666666666666
"Crysis",55426012,4.5,998,74,0.518518518518518
"Crysis",44021324,18.1,705,74,0.907407407407407
"Crysis",95531306,11.5,2289,74,0.777777777777777
"Crysis",47457723,3.1,797,74,0.481481481481481
"Crysis",78341587,1.7,1698,74,0.407407407407407
"Crysis",81678279,0.2,1791,74,0.0740740740740741
"Crysis",58345543,0.8,1096,74,0.185185185185185
"Crysis",22371742,0.3,282,74,0.111111111111111
"Crysis",11149819,14,138,74,0.833333333333333
"Crysis",9823354,11.4,114,74,0.759259259259259
"Crysis",22301321,0.8,281,74,0.185185185185185
"Crysis",45617627,0.1,746,74,0
"Crysis",103260848,30,2548,74,0.981481481481481
"Crysis",130312302,5,3499,74,0.555555555555555
"Crysis",99077905,1.7,2408,74,0.407407407407407
"Crysis",50818751,1.9,892,74,0.444444444444444
"Crysis",82287546,0.1,1812,74,0
"Crysis",101878879,1,2506,74,0.277777777777778
"Crysis",127311699,1.4,3381,74,0.314814814814815
"Crysis",55761025,4.6,1013,74,0.537037037037037
"Crysis",11207650,5.5,140,74,0.629629629629629
"Crysis",87734805,1.5,2002,74,0.351851851851852
"Crysis",106796307,0.9,2678,74,0.240740740740741
"Crysis",55367062,15.2,997,74,0.87037037037037
"Crysis",116876958,5.3,3029,74,0.592592592592592
"Crysis",73564778,12.8,1562,74,0.796296296296296
"Crysis",59925638,17,1154,74,0.888888888888888
"Crysis",16154372,1.4,211,74,0.314814814814815
"Crysis",67579257,1.1,1377,74,0.296296296296296
"Crysis",33865373,8.1,499,74,0.722222222222222
"Crysis",26762388,14.3,339,74,0.851851851851851
"Crysis",69009454,5.6,1415,74,0.648148148148148
"Crysis",69954842,6.4,1439,74,0.666666666666666
"Crysis",107452765,0.9,2709,74,0.240740740740741
"Crysis",99096740,5.3,2410,74,0.592592592592592
"Crysis",111498455,19.2,2851,74,0.925925925925925
"Crysis",38049880,6.5,584,74,0.703703703703703
"Crysis",74772820,44,1594,74,0.999999999999999
"Crysis",43936108,0.2,702,74,0.0740740740740741
"Crysis",62990992,0.1,1241,74,0
"Crysis",17649444,27,226,74,0.962962962962962
"Crysis",181002117,13,5335,74,0.814814814814814
"Crysis",253218347,0.4,7629,74,0.12962962962963
"Crysis",28472068,1.5,381,74,0.351851851851852
"Crysis",121497634,2.8,3183,74,0.462962962962963
"Crysis",10450544,0.5,126,74,0.148148148148148
"Crysis 2 Maximum Edition",140854798,0.1,3853,75,0
"Crysis 2 Maximum Edition",32710856,5.3,468,75,0.632183908045977
"Crysis 2 Maximum Edition",73564778,19.2,1562,75,0.93103448275862
"Crysis 2 Maximum Edition",11403772,1.1,143,75,0.333333333333333
"Crysis 2 Maximum Edition",74521316,0.6,1587,75,0.149425287356322
"Crysis 2 Maximum Edition",24632218,22,309,75,0.942528735632183
"Crysis 2 Maximum Edition",70408902,1.8,1452,75,0.448275862068965
"Crysis 2 Maximum Edition",115037563,2.1,2972,75,0.471264367816092
"Crysis 2 Maximum Edition",40212239,1.1,629,75,0.333333333333333
"Crysis 2 Maximum Edition",136139505,1.3,3686,75,0.390804597701149
"Crysis 2 Maximum Edition",78341587,0.9,1698,75,0.275862068965517
"Crysis 2 Maximum Edition",88035166,10.4,2014,75,0.781609195402298
"Crysis 2 Maximum Edition",74161590,12.3,1582,75,0.816091954022988
"Crysis 2 Maximum Edition",11731710,19.1,146,75,0.919540229885057
"Crysis 2 Maximum Edition",77214425,29,1666,75,0.977011494252873
"Crysis 2 Maximum Edition",126098408,8.1,3337,75,0.701149425287356
"Crysis 2 Maximum Edition",8542204,0.7,98,75,0.183908045977011
"Crysis 2 Maximum Edition",115632831,14,2991,75,0.862068965517241
"Crysis 2 Maximum Edition",80128229,5.3,1742,75,0.632183908045977
"Crysis 2 Maximum Edition",110478743,2.1,2812,75,0.471264367816092
"Crysis 2 Maximum Edition",8585433,0.8,99,75,0.206896551724138
"Crysis 2 Maximum Edition",80189887,0.8,1746,75,0.206896551724138
"Crysis 2 Maximum Edition",57603447,11.1,1068,75,0.804597701149425
"Crysis 2 Maximum Edition",13565651,0.8,172,75,0.206896551724138
"Crysis 2 Maximum Edition",82287546,0.8,1812,75,0.206896551724138
"Crysis 2 Maximum Edition",27279261,3.4,356,75,0.574712643678161
"Crysis 2 Maximum Edition",33013552,0.4,472,75,0.0804597701149425
"Crysis 2 Maximum Edition",125682446,1.3,3328,75,0.390804597701149
"Crysis 2 Maximum Edition",31669242,8.6,447,75,0.724137931034482
"Crysis 2 Maximum Edition",181002117,8.7,5335,75,0.735632183908046
"Crysis 2 Maximum Edition",71888942,8.7,1507,75,0.735632183908046
"Crysis 2 Maximum Edition",298950,0.9,6,75,0.275862068965517
"Crysis 2 Maximum Edition",103804924,1,2571,75,0.32183908045977
"Crysis 2 Maximum Edition",42657809,2.2,677,75,0.505747126436782
"Crysis 2 Maximum Edition",48798067,10,828,75,0.770114942528735
"Crysis 2 Maximum Edition",67729331,2.2,1384,75,0.505747126436782
"Crysis 2 Maximum Edition",114030647,3.4,2932,75,0.574712643678161
"Crysis 2 Maximum Edition",113752996,3.7,2925,75,0.60919540229885
"Crysis 2 Maximum Edition",68532738,0.6,1401,75,0.149425287356322
"Crysis 2 Maximum Edition",60608576,1.5,1171,75,0.436781609195402
"Crysis 2 Maximum Edition",27403206,1.1,358,75,0.333333333333333
"Crysis 2 Maximum Edition",58345543,0.2,1096,75,0.0344827586206897
"Crysis 2 Maximum Edition",975449,16.1,18,75,0.873563218390804
"Crysis 2 Maximum Edition",134641355,49,3639,75,0.988505747126436
"Crysis 2 Maximum Edition",61506388,1.1,1202,75,0.333333333333333
"Crysis 2 Maximum Edition",45617627,18.7,746,75,0.908045977011494
"Crysis 2 Maximum Edition",72842694,1.3,1530,75,0.390804597701149
"Crysis 2 Maximum Edition",148362155,3.6,4121,75,0.597701149425287
"Crysis 2 Maximum Edition",9823354,12.5,114,75,0.827586206896551
"Crysis 2 Maximum Edition",94088853,0.2,2229,75,0.0344827586206897
"Crysis 2 Maximum Edition",67694595,0.4,1381,75,0.0804597701149425
"Crysis 2 Maximum Edition",34177747,1.1,506,75,0.333333333333333
"Crysis 2 Maximum Edition",106834867,0.8,2682,75,0.206896551724138
"Crysis 2 Maximum Edition",10450544,8.1,126,75,0.701149425287356
"Crysis 2 Maximum Edition",20772968,0.3,262,75,0.0574712643678161
"Crysis 2 Maximum Edition",111498455,27,2851,75,0.96551724137931
"Crysis 2 Maximum Edition",50797633,7,889,75,0.67816091954023
"Crysis 2 Maximum Edition",17649444,84,226,75,0.999999999999999
"Crysis 2 Maximum Edition",199693353,0.5,6085,75,0.114942528735632
"Crysis 2 Maximum Edition",33865373,4.9,499,75,0.620689655172414
"Crysis 2 Maximum Edition",43360645,2.9,692,75,0.551724137931034
"Crysis 2 Maximum Edition",95531306,10.9,2289,75,0.793103448275862
"Crysis 2 Maximum Edition",86055705,2.1,1940,75,0.471264367816092
"Crysis 2 Maximum Edition",61676491,2.4,1208,75,0.540229885057471
"Crysis 2 Maximum Edition",63615483,0.7,1256,75,0.183908045977011
"Crysis 2 Maximum Edition",97298878,0.5,2356,75,0.114942528735632
"Crysis 2 Maximum Edition",49050405,3.3,833,75,0.563218390804598
"Crysis 2 Maximum Edition",84585204,0.4,1896,75,0.0804597701149425
"Crysis 2 Maximum Edition",14962163,0.5,194,75,0.114942528735632
"Crysis 2 Maximum Edition",2259650,2,34,75,0.459770114942529
"Crysis 2 Maximum Edition",143343409,0.9,3951,75,0.275862068965517
"Crysis 2 Maximum Edition",78309377,0.1,1694,75,0
"Crysis 2 Maximum Edition",59925638,6.5,1154,75,0.666666666666666
"Crysis 2 Maximum Edition",110369840,0.8,2807,75,0.206896551724138
"Crysis 2 Maximum Edition",111551727,17.8,2853,75,0.89655172413793
"Crysis 2 Maximum Edition",156426681,16.8,4404,75,0.885057471264367
"Crysis 2 Maximum Edition",96588736,13,2334,75,0.839080459770114
"Crysis 2 Maximum Edition",82046939,0.9,1802,75,0.275862068965517
"Crysis 2 Maximum Edition",145927933,23,4050,75,0.954022988505747
"Crysis 2 Maximum Edition",14465359,9.3,184,75,0.758620689655172
"Crysis 2 Maximum Edition",130312302,13.1,3499,75,0.850574712643678
"Crysis 2 Maximum Edition",99077905,2.2,2408,75,0.505747126436782
"Crysis 2 Maximum Edition",53875128,0.3,954,75,0.0574712643678161
"Crysis 2 Maximum Edition",62990992,0.1,1241,75,0
"Crysis 2 Maximum Edition",29081256,0.6,394,75,0.149425287356322
"Crysis 2 Maximum Edition",55906572,6.1,1018,75,0.655172413793103
"Crysis 2 Maximum Edition",166863117,7.5,4820,75,0.689655172413793
"Crysis 2 Maximum Edition",30440303,1.4,425,75,0.425287356321839
"DARK SOULS II",133964193,120,3620,76,0.771428571428571
"DARK SOULS II",298950,62,6,76,0.542857142857143
"DARK SOULS II",67492611,143,1374,76,0.814285714285714
"DARK SOULS II",79017735,4.5,1711,76,0.171428571428571
"DARK SOULS II",42061089,155,662,76,0.857142857142856
"DARK SOULS II",83849502,88,1865,76,0.671428571428571
"DARK SOULS II",49050405,1.9,833,76,0.0714285714285714
"DARK SOULS II",46637811,131,771,76,0.799999999999999
"DARK SOULS II",43160799,148,685,76,0.828571428571428
"DARK SOULS II",79073449,3.8,1714,76,0.142857142857143
"DARK SOULS II",55426012,213,998,76,0.942857142857142
"DARK SOULS II",17530772,82,224,76,0.628571428571428
"DARK SOULS II",43360645,0.3,692,76,0
"DARK SOULS II",108007732,35,2733,76,0.414285714285714
"DARK SOULS II",38317154,3.8,591,76,0.142857142857143
"DARK SOULS II",104727643,12.7,2606,76,0.228571428571429
"DARK SOULS II",24632218,92,309,76,0.685714285714285
"DARK SOULS II",30440303,2.9,425,76,0.1
"DARK SOULS II",87740709,120,2004,76,0.771428571428571
"DARK SOULS II",176225382,101,5173,76,0.7
"DARK SOULS II",111754806,2.7,2856,76,0.0857142857142857
"DARK SOULS II",156565178,14,4410,76,0.257142857142857
"DARK SOULS II",45974860,13.9,751,76,0.242857142857143
"DARK SOULS II",80189887,60,1746,76,0.528571428571429
"DARK SOULS II",174204642,73,5099,76,0.6
"DARK SOULS II",33282871,1.4,481,76,0.0571428571428571
"DARK SOULS II",70408902,5.3,1452,76,0.2
"DARK SOULS II",162421622,55,4650,76,0.5
"DARK SOULS II",61189155,45,1190,76,0.442857142857143
"DARK SOULS II",92484390,27,2167,76,0.342857142857143
"DARK SOULS II",44314169,71,716,76,0.571428571428571
"DARK SOULS II",49893565,33,867,76,0.385714285714286
"DARK SOULS II",89732768,210,2075,76,0.928571428571427
"DARK SOULS II",267053376,188,7861,76,0.885714285714285
"DARK SOULS II",198081354,3.4,6017,76,0.128571428571429
"DARK SOULS II",60608576,181,1171,76,0.871428571428571
"DARK SOULS II",65145468,62,1303,76,0.542857142857143
"DARK SOULS II",43913966,87,701,76,0.657142857142857
"DARK SOULS II",93108463,1.2,2195,76,0.0142857142857143
"DARK SOULS II",31669242,150,447,76,0.842857142857142
"DARK SOULS II",54293428,112,966,76,0.728571428571428
"DARK SOULS II",24469287,31,307,76,0.371428571428571
"DARK SOULS II",80128229,480,1742,76,0.985714285714284
"DARK SOULS II",121865430,78,3194,76,0.614285714285714
"DARK SOULS II",80550861,47,1762,76,0.457142857142857
"DARK SOULS II",70778973,56,1465,76,0.514285714285714
"DARK SOULS II",59790700,1.3,1148,76,0.0285714285714286
"DARK SOULS II",115167911,48,2976,76,0.471428571428572
"DARK SOULS II",179895639,5.9,5295,76,0.214285714285714
"DARK SOULS II",50700418,1.3,886,76,0.0285714285714286
"DARK SOULS II",12610800,22,162,76,0.3
"DARK SOULS II",150751526,191,4207,76,0.899999999999999
"DARK SOULS II",64023574,106,1272,76,0.714285714285714
"DARK SOULS II",55906572,115,1018,76,0.757142857142857
"DARK SOULS II",65610147,18.5,1326,76,0.285714285714286
"DARK SOULS II",82287546,36,1812,76,0.428571428571429
"DARK SOULS II",206588234,258,6366,76,0.957142857142856
"DARK SOULS II",60611062,34,1172,76,0.4
"DARK SOULS II",116564064,4.7,3021,76,0.185714285714286
"DARK SOULS II",59662830,3.3,1144,76,0.114285714285714
"DARK SOULS II",67694595,26,1381,76,0.328571428571429
"DARK SOULS II",153097805,27,4286,76,0.342857142857143
"DARK SOULS II",54507379,114,971,76,0.742857142857142
"DARK SOULS II",45411694,50,739,76,0.485714285714286
"DARK SOULS II",85366890,71,1922,76,0.571428571428571
"DARK SOULS II",83497449,23,1850,76,0.314285714285714
"DARK SOULS II",124400480,16,3273,76,0.271428571428571
"DARK SOULS II",10599862,205,129,76,0.914285714285713
"DARK SOULS II",127311699,416,3381,76,0.97142857142857
"DARK SOULS II",127335438,710,3383,76,0.999999999999999
"DARK SOULS II",54194546,83,963,76,0.642857142857143
"Dark Souls Prepare to Die Edition",26729643,383,337,77,0.990740740740742
"Dark Souls Prepare to Die Edition",58905429,1.4,1117,77,0.203703703703704
"Dark Souls Prepare to Die Edition",39899978,3,619,77,0.324074074074074
"Dark Souls Prepare to Die Edition",91807066,4.2,2135,77,0.37037037037037
"Dark Souls Prepare to Die Edition",94110492,0.8,2230,77,0.12037037037037
"Dark Souls Prepare to Die Edition",68316900,5,1396,77,0.379629629629629
"Dark Souls Prepare to Die Edition",135400225,1.3,3660,77,0.185185185185185
"Dark Souls Prepare to Die Edition",2753525,1.6,38,77,0.222222222222222
"Dark Souls Prepare to Die Edition",12610800,117,162,77,0.898148148148149
"Dark Souls Prepare to Die Edition",10599862,169,129,77,0.953703703703705
"Dark Souls Prepare to Die Edition",48525807,8.2,821,77,0.435185185185185
"Dark Souls Prepare to Die Edition",24632218,134,309,77,0.925925925925927
"Dark Souls Prepare to Die Edition",162421622,7.1,4650,77,0.416666666666666
"Dark Souls Prepare to Die Edition",68673468,4.1,1407,77,0.361111111111111
"Dark Souls Prepare to Die Edition",67694595,35,1381,77,0.611111111111111
"Dark Souls Prepare to Die Edition",80128229,392,1742,77,1
"Dark Souls Prepare to Die Edition",71510748,0.8,1490,77,0.12037037037037
"Dark Souls Prepare to Die Edition",97069030,3.1,2352,77,0.333333333333333
"Dark Souls Prepare to Die Edition",131444737,15.8,3541,77,0.518518518518518
